zip,random,0.9998243433606758,432.9,9.6
rar,random,0.9999841877500313,2065.7,5
7z,random,0.9999351292084924,2020.6,2
tar.zst,random,0.9999090707688769,55.6,3.3
tar.xz,random,0.9998822638634299,5195.4,5.1
tar.lzo,random,0.9998445866570614,39.7,3.4
tar.tlz,random,0.9865909343022314,5259.2,105.3
tar.bz2,random,0.9956320997513843,2252.4,144.7
tar.z,random,0.9996801023672426,22.2,2.1
tar.gz,random,0.9998290292360006,539.9,9.7
