zip,audio,11.0261442958666,5317,148
rar,audio,11.054623010223443,14144,381
7z,audio,11.08214029786985,22904,24
tar.zst,audio,10.921739018487957,2068,41
tar.xz,audio,11.08090913240318,49838,1030
tar.lzo,audio,10.566781952881458,402,36
tar.tlz,audio,11.08294611174736,51803,1007
tar.bz2,audio,10.88070264082255,21533,1800
tar.z,audio,9.985657465852647,217,20
tar.gz,audio,11.028236019127142,5949,134
